order_id,payment_id,user_id,product_id,category,sub_category,timestamp,price,quantity,discount_pct,total_amount,payment_method,order_status,is_fraud
1958,1958,1993,2077,Electronics,Mobiles & Laptops,2022-08-01 16:33:01,485.47,4,9.4,1759.34,UPI,Completed,0
1959,1959,1553,2325,Fashion,Clothing & Accessories,2022-10-25 17:24:44,395.87,2,18.2,647.64,Wallet,Completed,0
1960,1960,1058,2054,Fashion,Clothing & Accessories,2022-03-23 18:24:15,210.11,2,7.0,390.8,Credit Card,Completed,0
1961,1961,2073,2405,Fashion,Clothing & Accessories,2022-09-03 15:00:11,403.7,1,2.9,391.99,Debit Card,Completed,0
1962,1962,1833,2502,Fashion,Clothing & Accessories,2022-12-19 10:53:22,313.94,1,14.1,269.67,Net Banking,Returned,0
1963,1963,1082,2070,Appliances,Large Appliances,2022-11-09 18:04:04,653.95,2,7.9,1204.58,Credit Card,Completed,0
1964,1964,1814,2013,Sports & Fitness,Exercise Equipment,2022-07-21 14:27:06,287.37,2,2.2,562.1,UPI,Completed,0
1965,1965,1714,2211,Sports & Fitness,Exercise Equipment,2022-07-08 03:32:44,283.2,2,8.1,520.52,UPI,Cancelled,0
1966,1966,1559,2573,Appliances,Large Appliances,2022-11-06 19:02:56,462.69,1,19.4,372.93,Credit Card,Returned,0
1967,1967,1800,2176,Home & Kitchen,Furniture & Decor,2022-07-10 15:09:11,322.84,1,13.5,279.26,UPI,Completed,0
1968,1968,1396,2866,Home & Kitchen,Furniture & Decor,2022-05-22 07:43:45,107.88,1,8.2,99.03,UPI,Completed,0
1969,1969,1355,2645,Electronics,Mobiles & Laptops,2022-11-12 12:43:45,537.34,1,14.4,459.96,UPI,Cancelled,0
1970,1970,1168,2526,Home & Kitchen,Furniture & Decor,2022-05-05 08:56:11,140.19,1,8.1,128.83,UPI,Completed,0
1971,1971,1483,2463,Electronics,Mobiles & Laptops,2022-11-17 10:45:57,380.78,1,5.6,359.46,UPI,Completed,0
1972,1972,1722,2282,Fashion,Clothing & Accessories,2022-09-14 19:09:54,219.12,1,12.1,192.61,Net Banking,Completed,0
1973,1973,1350,2727,Fashion,Clothing & Accessories,2022-11-20 13:35:30,288.74,1,12.6,252.36,Debit Card,Completed,0
1974,1974,1898,2261,Sports & Fitness,Exercise Equipment,2022-01-04 13:16:37,349.53,2,1.0,692.07,Credit Card,Completed,0
1975,1975,1140,2808,Electronics,Mobiles & Laptops,2022-11-04 14:19:09,740.63,2,7.0,1377.57,Credit Card,Completed,0
1976,1976,1032,2004,Appliances,Large Appliances,2022-01-27 02:39:51,663.86,1,7.4,614.73,Credit Card,Completed,0
1977,1977,1418,2749,Fashion,Clothing & Accessories,2022-03-11 12:44:15,401.59,1,11.6,355.01,Debit Card,Completed,0
1978,1978,1992,2050,Fashion,Clothing & Accessories,2022-08-15 17:15:22,263.53,2,2.9,511.78,Net Banking,Returned,0
1979,1979,1803,2314,Fashion,Clothing & Accessories,2022-11-22 10:23:02,323.93,2,23.8,493.67,Debit Card,Completed,0
1980,1980,1401,2837,Fashion,Clothing & Accessories,2022-04-15 18:35:34,263.62,2,13.7,455.01,UPI,Completed,0
1981,1981,1420,2283,Electronics,Mobiles & Laptops,2022-05-12 19:34:57,618.91,1,8.6,565.68,Wallet,Completed,0
1982,1982,1593,2121,Electronics,Mobiles & Laptops,2022-11-10 19:08:11,802.06,2,21.0,1267.25,Debit Card,Cancelled,0
1983,1983,1513,2337,Sports & Fitness,Exercise Equipment,2022-07-06 05:47:50,583.85,2,9.9,1052.1,UPI,Completed,0
1984,1984,1399,2614,Home & Kitchen,Furniture & Decor,2022-04-15 23:51:35,312.54,3,7.1,871.05,UPI,Completed,0
1985,1985,1655,2422,Fashion,Clothing & Accessories,2022-11-22 08:24:00,490.05,2,10.0,882.09,Credit Card,Cancelled,0
1986,1986,2030,2585,Home & Kitchen,Furniture & Decor,2022-02-12 17:10:11,262.66,4,21.0,830.01,UPI,Completed,0
1987,1987,2070,2610,Fashion,Clothing & Accessories,2022-04-15 13:47:04,421.9,1,13.7,364.1,UPI,Completed,0
1988,1988,1082,2601,Sports & Fitness,Exercise Equipment,2022-12-09 13:06:47,446.97,1,18.7,363.39,UPI,Completed,0
1989,1989,1898,2774,Electronics,Mobiles & Laptops,2022-10-15 08:58:59,683.43,1,17.9,561.1,UPI,Completed,0
1990,1990,1982,2217,Appliances,Large Appliances,2022-09-12 20:09:32,634.39,2,15.8,1068.31,UPI,Completed,0
1991,1991,1862,2525,Home & Kitchen,Furniture & Decor,2022-11-25 10:36:29,238.8,1,8.2,219.22,Credit Card,Completed,0
1992,1992,1948,2009,Electronics,Mobiles & Laptops,2022-05-19 22:54:50,687.03,1,12.4,601.84,Net Banking,Completed,0
1993,1993,1423,2321,Fashion,Clothing & Accessories,2022-12-10 11:54:02,311.89,2,9.9,562.03,Credit Card,Completed,0
1994,1994,1182,2139,Appliances,Large Appliances,2022-10-10 19:53:22,573.52,2,10.2,1030.04,Net Banking,Completed,0
1995,1995,1697,2256,Electronics,Mobiles & Laptops,2022-12-17 12:40:40,504.53,2,12.7,880.91,Debit Card,Completed,0
1996,1996,1750,2721,Home & Kitchen,Furniture & Decor,2022-11-15 15:14:59,373.99,4,12.3,1311.96,Debit Card,Completed,0
1997,1997,1360,2074,Fashion,Clothing & Accessories,2022-04-10 18:31:53,282.45,1,14.9,240.36,Net Banking,Completed,0
1998,1998,1672,2687,Appliances,Large Appliances,2022-12-04 20:43:40,444.04,2,12.0,781.51,Wallet,Completed,0
1999,1999,1846,2003,Fashion,Clothing & Accessories,2022-03-07 10:45:32,322.18,2,5.8,606.99,UPI,Completed,0
2000,2000,2154,2596,Appliances,Large Appliances,2022-06-25 05:11:14,664.54,1,19.3,536.28,UPI,Cancelled,0
2001,2001,1681,2821,Home & Kitchen,Furniture & Decor,2022-06-22 18:51:07,237.41,1,6.9,221.03,UPI,Completed,0
2002,2002,1721,2055,Electronics,Mobiles & Laptops,2022-08-03 11:50:39,413.02,3,8.7,1131.26,UPI,Completed,0
2003,2003,1502,2322,Fashion,Clothing & Accessories,2022-01-05 04:26:07,278.85,2,14.8,475.16,Credit Card,Completed,0
2004,2004,1851,2272,Electronics,Mobiles & Laptops,2022-11-26 13:49:10,862.21,2,13.5,1491.62,UPI,Completed,0
2005,2005,1824,2096,Appliances,Large Appliances,2022-11-01 20:20:01,830.45,1,15.2,704.22,Credit Card,Completed,0
2006,2006,2114,2891,Appliances,Large Appliances,2022-10-21 03:24:18,467.24,2,14.7,797.11,UPI,Completed,0
2007,2007,1927,2005,Books,Educational,2022-12-19 12:08:26,190.52,1,4.9,181.18,UPI,Completed,1
2008,2008,1262,2499,Fashion,Clothing & Accessories,2022-12-07 10:08:31,418.86,2,10.1,753.11,Credit Card,Cancelled,0
2009,2009,1130,2064,Sports & Fitness,Exercise Equipment,2022-09-23 18:15:25,305.14,2,0.5,607.23,Credit Card,Completed,0
2010,2010,1339,2435,Appliances,Large Appliances,2022-10-05 06:28:23,800.41,2,8.7,1461.55,Net Banking,Completed,0
2011,2011,1407,2792,Electronics,Mobiles & Laptops,2022-08-24 06:21:43,663.3,2,23.8,1010.87,UPI,Completed,0
2012,2012,1623,2259,Electronics,Mobiles & Laptops,2022-08-06 21:24:11,485.6,1,11.5,429.76,Debit Card,Completed,0
2013,2013,1382,2774,Electronics,Mobiles & Laptops,2022-11-03 18:10:36,711.75,1,16.0,597.87,Net Banking,Returned,0
2014,2014,1181,2003,Fashion,Clothing & Accessories,2022-03-14 04:03:57,447.54,1,7.2,415.32,Credit Card,Returned,0
2015,2015,1988,2475,Electronics,Mobiles & Laptops,2022-01-10 17:20:31,566.68,1,14.1,486.78,Debit Card,Completed,0
2016,2016,1553,2561,Fashion,Clothing & Accessories,2022-03-22 15:44:47,476.74,1,8.9,434.31,Debit Card,Cancelled,0
2017,2017,1432,2432,Fashion,Clothing & Accessories,2022-05-23 13:32:37,491.61,1,13.5,425.24,UPI,Returned,0
2018,2018,1528,2014,Appliances,Large Appliances,2022-01-14 20:16:28,780.09,1,15.4,659.96,UPI,Completed,0
2019,2019,2017,2182,Appliances,Large Appliances,2022-10-16 14:57:34,562.8,1,13.3,487.95,UPI,Completed,0
2020,2020,1262,2621,Home & Kitchen,Furniture & Decor,2022-11-02 23:05:09,195.4,1,7.0,181.72,Wallet,Completed,0
2021,2021,1076,2559,Electronics,Mobiles & Laptops,2022-10-17 19:09:57,483.79,1,5.9,455.25,Credit Card,Returned,0
2022,2022,1267,2264,Fashion,Clothing & Accessories,2022-12-03 17:27:02,191.83,1,11.8,169.19,UPI,Completed,0
2023,2023,2177,2011,Sports & Fitness,Exercise Equipment,2022-10-13 11:30:55,517.96,1,12.6,452.7,Credit Card,Completed,0
2024,2024,1982,2597,Electronics,Mobiles & Laptops,2022-11-09 08:43:23,614.22,3,22.6,1426.22,UPI,Completed,0
2025,2025,1800,2859,Appliances,Large Appliances,2022-02-20 16:16:35,579.51,1,16.5,483.89,UPI,Completed,0
2026,2026,1174,2483,Appliances,Large Appliances,2022-07-28 21:23:10,400.53,1,15.9,336.85,UPI,Completed,0
2027,2027,1872,2483,Appliances,Large Appliances,2022-07-18 16:46:28,772.15,1,9.5,698.8,Credit Card,Completed,0
2028,2028,1761,2423,Electronics,Mobiles & Laptops,2022-02-27 16:00:03,349.94,1,24.5,264.2,Debit Card,Completed,0
2029,2029,1677,2755,Sports & Fitness,Exercise Equipment,2022-01-12 17:36:30,344.85,2,0.2,688.32,UPI,Completed,0
2030,2030,1441,2700,Home & Kitchen,Furniture & Decor,2022-10-20 21:30:23,316.22,1,0.2,315.59,Wallet,Returned,0
2031,2031,1385,2472,Appliances,Large Appliances,2022-06-08 20:27:20,703.5,1,17.9,577.57,Credit Card,Returned,0
2032,2032,1674,2261,Sports & Fitness,Exercise Equipment,2022-10-22 17:47:16,532.57,1,2.3,520.32,Debit Card,Completed,0
2033,2033,1305,2292,Sports & Fitness,Exercise Equipment,2022-06-26 19:54:23,245.2,3,9.2,667.92,UPI,Returned,0
2034,2034,1138,2800,Fashion,Clothing & Accessories,2022-11-26 18:47:36,494.15,2,13.0,859.82,Debit Card,Completed,0
2035,2035,1279,2118,Appliances,Large Appliances,2022-01-17 12:31:49,734.59,4,20.3,2341.87,UPI,Returned,0
2036,2036,1380,2048,Appliances,Large Appliances,2022-07-17 07:17:37,759.97,1,14.2,652.05,Debit Card,Completed,0
2037,2037,1539,2516,Electronics,Mobiles & Laptops,2022-07-09 11:01:36,540.46,1,5.7,509.65,Debit Card,Completed,0
2038,2038,1786,2383,Sports & Fitness,Exercise Equipment,2022-11-04 08:07:05,505.94,1,14.6,432.07,Debit Card,Completed,0
2039,2039,1458,2820,Books,Educational,2022-07-14 20:39:35,153.95,1,15.7,129.78,Debit Card,Completed,0
2040,2040,2055,2079,Electronics,Mobiles & Laptops,2022-09-07 06:42:29,445.66,3,13.2,1160.5,Debit Card,Completed,0
2041,2041,2078,2009,Electronics,Mobiles & Laptops,2022-10-14 11:22:39,826.55,1,8.1,759.6,Net Banking,Completed,0
2042,2042,1596,2343,Electronics,Mobiles & Laptops,2022-11-17 20:59:30,810.94,1,17.4,669.84,Net Banking,Completed,0
2043,2043,1058,2145,Electronics,Mobiles & Laptops,2022-08-22 11:46:34,881.03,3,21.1,2085.4,UPI,Completed,1
2044,2044,2027,2598,Electronics,Mobiles & Laptops,2022-11-09 18:50:56,448.74,2,7.1,833.76,UPI,Completed,0
2045,2045,1594,2512,Fashion,Clothing & Accessories,2022-11-20 20:11:27,267.58,1,4.1,256.61,Credit Card,Cancelled,0
2046,2046,1507,2531,Home & Kitchen,Furniture & Decor,2022-09-16 12:17:21,327.17,1,14.9,278.42,Credit Card,Returned,0
2047,2047,1933,2242,Fashion,Clothing & Accessories,2022-12-24 21:44:13,247.17,1,9.2,224.43,Credit Card,Cancelled,1
2048,2048,1428,2617,Appliances,Large Appliances,2022-12-23 16:16:24,595.73,2,10.0,1072.31,Wallet,Completed,1
2049,2049,1076,2861,Fashion,Clothing & Accessories,2022-06-20 10:46:50,247.58,3,4.3,710.8,Debit Card,Completed,0
2050,2050,1173,2369,Home & Kitchen,Furniture & Decor,2022-03-08 20:03:51,243.36,2,2.0,476.99,Credit Card,Returned,0
2051,2051,1764,2531,Home & Kitchen,Furniture & Decor,2022-07-05 18:28:40,110.59,2,9.6,199.95,Net Banking,Completed,0
2052,2052,1887,2692,Electronics,Mobiles & Laptops,2022-11-16 06:26:40,405.76,3,18.0,998.17,Debit Card,Completed,0
2053,2053,1382,2429,Appliances,Large Appliances,2022-03-03 10:44:00,484.62,1,17.1,401.75,Credit Card,Returned,0
2054,2054,1831,2553,Electronics,Mobiles & Laptops,2022-02-23 20:22:39,754.98,1,10.9,672.69,Wallet,Completed,0
2055,2055,1195,2363,Fashion,Clothing & Accessories,2022-09-01 09:54:35,301.55,2,4.4,576.56,Debit Card,Completed,0
2056,2056,1980,2679,Fashion,Clothing & Accessories,2022-01-11 20:39:17,333.16,2,6.5,623.01,Credit Card,Cancelled,0
2057,2057,1154,2180,Fashion,Clothing & Accessories,2022-11-10 14:02:21,337.9,3,14.9,862.66,UPI,Completed,0
2058,2058,1085,2172,Appliances,Large Appliances,2022-08-26 18:55:10,766.52,1,18.0,628.55,UPI,Completed,1
2059,2059,1619,2391,Appliances,Large Appliances,2022-08-28 18:34:24,635.33,3,6.9,1774.48,UPI,Cancelled,0
2060,2060,1779,2191,Fashion,Clothing & Accessories,2022-12-24 10:00:32,314.92,2,11.1,559.93,Net Banking,Completed,0
2061,2061,1899,2449,Electronics,Mobiles & Laptops,2022-04-18 10:14:17,881.97,4,5.1,3347.96,Debit Card,Completed,0
2062,2062,1999,2722,Home & Kitchen,Furniture & Decor,2022-04-21 08:51:54,228.9,1,13.4,198.23,Wallet,Completed,0
2063,2063,1114,2058,Fashion,Clothing & Accessories,2022-10-16 10:08:49,239.14,1,8.0,220.01,Credit Card,Returned,0
2064,2064,1652,2175,Fashion,Clothing & Accessories,2022-12-01 11:10:50,342.76,2,12.2,601.89,UPI,Completed,0
2065,2065,1496,2351,Appliances,Large Appliances,2022-11-23 18:37:50,551.99,3,12.8,1444.01,Credit Card,Cancelled,0
2066,2066,1967,2301,Electronics,Mobiles & Laptops,2022-09-03 12:37:26,362.56,1,19.6,291.5,Debit Card,Returned,0
2067,2067,1455,2472,Appliances,Large Appliances,2022-12-13 17:19:17,504.78,1,16.8,419.98,Credit Card,Cancelled,0
2068,2068,1544,2442,Home & Kitchen,Furniture & Decor,2022-04-28 07:44:10,274.81,1,2.8,267.12,UPI,Completed,0
2069,2069,1731,2707,Fashion,Clothing & Accessories,2022-12-08 18:16:20,303.2,1,12.7,264.69,Credit Card,Completed,0
2070,2070,1564,2432,Fashion,Clothing & Accessories,2022-09-11 10:05:08,246.11,1,0.4,245.13,Net Banking,Completed,0
2071,2071,1596,2590,Fashion,Clothing & Accessories,2022-12-16 07:48:24,329.08,1,3.6,317.23,UPI,Completed,0
2072,2072,1889,2640,Fashion,Clothing & Accessories,2022-12-02 15:01:07,168.67,3,16.0,425.05,UPI,Completed,0
2073,2073,2176,2334,Electronics,Mobiles & Laptops,2022-08-06 15:29:04,542.22,1,17.7,446.25,Net Banking,Cancelled,0
2074,2074,1155,2676,Appliances,Large Appliances,2022-10-10 12:31:21,679.45,1,18.7,552.39,Credit Card,Completed,0
2075,2075,2161,2027,Electronics,Mobiles & Laptops,2022-10-13 08:45:40,834.62,2,18.0,1368.78,UPI,Completed,0
2076,2076,1084,2077,Electronics,Mobiles & Laptops,2022-10-05 18:42:57,635.49,2,19.1,1028.22,UPI,Returned,0
2077,2077,1478,2685,Electronics,Mobiles & Laptops,2022-11-03 13:20:06,764.18,2,15.0,1299.11,Wallet,Completed,0
2078,2078,1926,2307,Fashion,Clothing & Accessories,2022-06-05 06:13:02,441.28,1,4.4,421.86,Wallet,Completed,0
2079,2079,2097,2784,Home & Kitchen,Furniture & Decor,2022-09-25 15:19:03,318.04,1,3.0,308.5,UPI,Completed,0
2080,2080,1390,2177,Electronics,Mobiles & Laptops,2022-12-10 01:44:11,734.1,1,8.4,672.44,Credit Card,Cancelled,0
2081,2081,1568,2660,Sports & Fitness,Exercise Equipment,2022-02-26 18:52:35,534.2,3,16.5,1338.17,Wallet,Completed,0
2082,2082,2113,2363,Fashion,Clothing & Accessories,2022-10-10 21:30:38,317.37,1,8.5,290.39,Net Banking,Completed,0
2083,2083,1292,2243,Home & Kitchen,Furniture & Decor,2022-02-20 07:50:07,416.48,1,6.1,391.07,UPI,Completed,0
2084,2084,1522,2269,Sports & Fitness,Exercise Equipment,2022-04-20 19:39:27,520.42,2,7.1,966.94,Debit Card,Cancelled,0
2085,2085,1035,2090,Sports & Fitness,Exercise Equipment,2022-03-04 09:49:10,274.26,1,21.4,215.57,Debit Card,Returned,0
2086,2086,1039,2086,Fashion,Clothing & Accessories,2022-11-18 04:39:33,497.88,1,4.3,476.47,Net Banking,Completed,0
2087,2087,1814,2729,Electronics,Mobiles & Laptops,2022-11-06 10:52:36,342.14,1,11.2,303.82,UPI,Completed,0
2088,2088,1914,2158,Appliances,Large Appliances,2022-12-24 19:13:06,431.55,1,11.4,382.35,Credit Card,Completed,0
2089,2089,1038,2409,Home & Kitchen,Furniture & Decor,2022-10-23 23:58:30,271.17,3,14.6,694.74,UPI,Returned,0
2090,2090,1041,2577,Fashion,Clothing & Accessories,2022-11-10 04:52:55,182.28,1,7.6,168.43,UPI,Completed,0
2091,2091,1242,2024,Electronics,Mobiles & Laptops,2022-11-19 12:01:31,758.07,4,10.4,2716.92,UPI,Cancelled,0
2092,2092,1425,2354,Sports & Fitness,Exercise Equipment,2022-11-05 12:55:41,223.21,2,6.8,416.06,Credit Card,Completed,0
2093,2093,1788,2121,Electronics,Mobiles & Laptops,2022-12-17 18:05:41,536.62,2,14.9,913.33,Net Banking,Completed,0
2094,2094,1872,2324,Fashion,Clothing & Accessories,2022-11-01 22:48:54,419.69,3,13.8,1085.32,Credit Card,Completed,0
2095,2095,1742,2435,Appliances,Large Appliances,2022-10-09 13:38:55,579.52,1,5.2,549.38,Wallet,Completed,0
2096,2096,1477,2882,Appliances,Large Appliances,2022-10-02 03:06:47,722.07,4,10.0,2599.45,Debit Card,Completed,1
2097,2097,1018,2594,Appliances,Large Appliances,2022-01-14 10:11:13,622.96,4,10.5,2230.2,UPI,Returned,0
2098,2098,1664,2346,Sports & Fitness,Exercise Equipment,2022-12-18 18:35:12,555.82,2,4.4,1062.73,Debit Card,Returned,0
2099,2099,1721,2615,Fashion,Clothing & Accessories,2022-03-28 20:58:34,406.27,2,7.4,752.41,Wallet,Completed,0
2100,2100,1139,2761,Electronics,Mobiles & Laptops,2022-04-25 08:36:26,464.61,1,18.1,380.52,Wallet,Cancelled,0
2101,2101,2076,2883,Books,Educational,2022-09-07 16:31:12,74.76,2,6.4,139.95,Credit Card,Completed,0
2102,2102,1477,2247,Home & Kitchen,Furniture & Decor,2022-07-15 12:19:26,286.16,1,18.9,232.08,Credit Card,Returned,0
2103,2103,1887,2729,Electronics,Mobiles & Laptops,2022-02-02 13:06:29,459.45,2,14.8,782.9,UPI,Cancelled,0
2104,2104,2026,2410,Electronics,Mobiles & Laptops,2022-01-04 08:49:17,322.39,1,15.3,273.06,UPI,Completed,0
2105,2105,1975,2116,Sports & Fitness,Exercise Equipment,2022-12-03 13:24:07,482.69,2,10.5,864.02,UPI,Completed,0
2106,2106,1811,2899,Fashion,Clothing & Accessories,2022-07-24 02:21:21,281.27,1,17.2,232.89,UPI,Completed,0
2107,2107,1839,2265,Fashion,Clothing & Accessories,2022-07-25 11:54:49,211.41,2,24.4,319.65,Net Banking,Cancelled,0
2108,2108,1861,2274,Electronics,Mobiles & Laptops,2022-10-21 18:17:21,784.17,1,18.2,641.45,Wallet,Completed,0
2109,2109,1864,2030,Sports & Fitness,Exercise Equipment,2022-02-14 17:08:09,203.55,4,22.0,635.08,Credit Card,Completed,0
2110,2110,1668,2386,Books,Educational,2022-03-04 17:46:49,169.98,1,4.0,163.18,Credit Card,Returned,0
2111,2111,2130,2238,Home & Kitchen,Furniture & Decor,2022-12-11 20:40:28,287.28,1,13.1,249.65,UPI,Returned,0
2112,2112,1550,2800,Fashion,Clothing & Accessories,2022-12-12 03:07:04,400.65,2,6.1,752.42,UPI,Returned,0
2113,2113,1787,2247,Home & Kitchen,Furniture & Decor,2022-05-28 18:30:52,196.28,2,10.0,353.3,Credit Card,Completed,0
2114,2114,1639,2585,Home & Kitchen,Furniture & Decor,2022-10-10 19:38:22,215.75,2,5.0,409.92,UPI,Completed,0
2115,2115,2189,2338,Home & Kitchen,Furniture & Decor,2022-11-16 20:44:22,202.79,3,24.6,458.71,Wallet,Completed,0
2116,2116,1497,2008,Home & Kitchen,Furniture & Decor,2022-11-23 20:41:28,438.53,1,14.5,374.94,UPI,Completed,0
2117,2117,1352,2714,Electronics,Mobiles & Laptops,2022-10-27 13:13:35,750.76,2,8.5,1373.89,UPI,Completed,0
2118,2118,1543,2621,Home & Kitchen,Furniture & Decor,2022-11-02 07:00:29,270.24,1,24.1,205.11,Credit Card,Cancelled,0
2119,2119,2095,2638,Electronics,Mobiles & Laptops,2022-12-24 18:02:54,470.32,2,11.7,830.59,UPI,Cancelled,0
2120,2120,1003,2309,Electronics,Mobiles & Laptops,2022-06-21 18:40:54,635.66,1,18.8,516.16,Wallet,Completed,0
2121,2121,1693,2807,Home & Kitchen,Furniture & Decor,2022-10-16 09:34:51,448.76,2,8.1,824.82,Credit Card,Completed,0
2122,2122,1534,2588,Fashion,Clothing & Accessories,2022-12-14 20:24:17,497.74,1,3.1,482.31,Debit Card,Cancelled,0
2123,2123,1285,2350,Home & Kitchen,Furniture & Decor,2022-12-27 15:29:02,281.18,1,19.6,226.07,Debit Card,Completed,0
2124,2124,1290,2739,Books,Educational,2022-03-14 08:19:59,190.4,1,8.7,173.84,Credit Card,Completed,0
2125,2125,1020,2106,Fashion,Clothing & Accessories,2022-11-15 12:19:11,499.78,3,9.8,1352.4,Debit Card,Completed,0
2126,2126,1739,2750,Fashion,Clothing & Accessories,2022-11-25 12:45:11,434.67,3,23.3,1000.18,UPI,Cancelled,0
2127,2127,1395,2573,Appliances,Large Appliances,2022-01-16 16:56:07,703.61,2,12.4,1232.72,Debit Card,Completed,0
2128,2128,1290,2161,Electronics,Mobiles & Laptops,2022-11-18 22:48:10,351.93,1,16.6,293.51,Credit Card,Completed,0
2129,2129,2055,2419,Electronics,Mobiles & Laptops,2022-09-12 21:53:13,699.51,2,5.4,1323.47,Credit Card,Completed,0
2130,2130,1142,2471,Appliances,Large Appliances,2022-10-05 22:49:45,428.43,1,16.4,358.17,UPI,Completed,0
2131,2131,1662,2010,Sports & Fitness,Exercise Equipment,2022-01-02 19:31:33,532.79,2,12.6,931.32,Debit Card,Completed,0
2132,2132,1434,2731,Electronics,Mobiles & Laptops,2022-09-06 04:51:53,723.03,1,17.1,599.39,Wallet,Returned,0
2133,2133,1384,2241,Electronics,Mobiles & Laptops,2022-10-14 14:19:34,463.78,1,7.3,429.92,Credit Card,Completed,0
2134,2134,1200,2420,Home & Kitchen,Furniture & Decor,2022-10-09 19:25:20,221.66,3,21.0,525.33,Credit Card,Completed,0
2135,2135,1789,2283,Electronics,Mobiles & Laptops,2022-02-19 11:30:36,353.89,2,8.2,649.74,UPI,Returned,0
2136,2136,2121,2315,Fashion,Clothing & Accessories,2022-04-06 13:14:03,266.85,1,2.2,260.98,UPI,Cancelled,0
2137,2137,1851,2354,Sports & Fitness,Exercise Equipment,2022-04-01 17:45:48,268.73,3,14.3,690.9,UPI,Cancelled,0
2138,2138,1435,2795,Fashion,Clothing & Accessories,2022-02-17 12:41:09,416.21,3,9.5,1130.01,UPI,Completed,0
2139,2139,1739,2129,Sports & Fitness,Exercise Equipment,2022-10-19 23:03:46,337.04,2,14.6,575.66,Wallet,Returned,0
2140,2140,1549,2741,Home & Kitchen,Furniture & Decor,2022-04-16 13:13:16,423.45,2,23.6,647.03,UPI,Completed,0
2141,2141,1436,2164,Electronics,Mobiles & Laptops,2022-03-26 20:52:14,764.0,2,8.5,1398.12,Credit Card,Completed,0
2142,2142,1656,2213,Fashion,Clothing & Accessories,2022-08-25 18:45:56,185.7,1,3.4,179.39,UPI,Completed,0
2143,2143,1221,2671,Appliances,Large Appliances,2022-11-01 11:12:14,493.43,2,5.5,932.58,Wallet,Completed,0
2144,2144,1658,2551,Appliances,Large Appliances,2022-07-21 19:05:08,799.26,1,13.0,695.36,UPI,Completed,0
2145,2145,1560,2276,Fashion,Clothing & Accessories,2022-11-21 17:48:59,312.66,1,8.9,284.83,Debit Card,Completed,0
2146,2146,1543,2675,Sports & Fitness,Exercise Equipment,2022-10-10 12:45:22,354.26,1,24.5,267.47,UPI,Completed,0
2147,2147,1039,2377,Electronics,Mobiles & Laptops,2022-08-22 09:18:01,593.68,2,16.9,986.7,UPI,Returned,0
2148,2148,1471,2203,Books,Educational,2022-09-12 17:16:46,147.15,2,9.0,267.81,Net Banking,Completed,0
2149,2149,1301,2823,Books,Educational,2022-12-15 21:43:43,135.82,1,14.1,116.67,Credit Card,Completed,0
2150,2150,1948,2382,Home & Kitchen,Furniture & Decor,2022-07-19 19:26:22,108.0,1,8.9,98.39,Wallet,Completed,0
2151,2151,1639,2131,Books,Educational,2022-12-21 15:40:42,99.74,1,6.5,93.26,Debit Card,Completed,0
2152,2152,1372,2507,Electronics,Mobiles & Laptops,2022-09-22 15:15:09,550.53,1,9.5,498.23,Credit Card,Completed,0
2153,2153,1864,2237,Fashion,Clothing & Accessories,2022-08-06 09:20:22,334.71,1,7.9,308.27,Credit Card,Completed,0
2154,2154,2140,2303,Appliances,Large Appliances,2022-10-09 17:58:38,492.65,2,11.2,874.95,UPI,Completed,0
2155,2155,1959,2807,Home & Kitchen,Furniture & Decor,2022-10-12 10:30:03,360.43,1,6.5,337.0,Credit Card,Completed,0
2156,2156,1266,2017,Sports & Fitness,Exercise Equipment,2022-12-13 17:14:43,464.87,2,14.2,797.72,Debit Card,Completed,0
2157,2157,2088,2814,Electronics,Mobiles & Laptops,2022-04-24 10:58:32,576.72,2,17.4,952.74,Credit Card,Completed,0
2158,2158,2066,2437,Sports & Fitness,Exercise Equipment,2022-03-20 01:35:33,467.01,1,6.9,434.79,Credit Card,Completed,0
2159,2159,2087,2213,Fashion,Clothing & Accessories,2022-06-25 14:49:35,491.66,3,13.3,1278.81,Wallet,Completed,0
2160,2160,1953,2527,Electronics,Mobiles & Laptops,2022-02-14 19:50:52,514.44,1,19.1,416.18,Debit Card,Completed,0
2161,2161,2093,2425,Sports & Fitness,Exercise Equipment,2022-10-21 22:06:00,317.05,4,19.1,1025.97,UPI,Completed,0
2162,2162,1335,2279,Fashion,Clothing & Accessories,2022-05-16 19:44:14,296.46,4,21.7,928.51,Credit Card,Completed,0
2163,2163,1485,2334,Electronics,Mobiles & Laptops,2022-06-14 12:05:35,378.46,3,5.4,1074.07,UPI,Completed,0
2164,2164,1428,2454,Appliances,Large Appliances,2022-09-15 11:52:16,440.76,2,16.3,737.83,UPI,Completed,0
2165,2165,1942,2634,Electronics,Mobiles & Laptops,2022-06-05 10:32:55,428.59,1,8.2,393.45,Credit Card,Completed,0
2166,2166,1275,2403,Fashion,Clothing & Accessories,2022-12-10 19:14:22,430.78,2,2.5,840.02,UPI,Completed,0
2167,2167,1310,2192,Home & Kitchen,Furniture & Decor,2022-11-17 14:00:33,387.09,2,5.8,729.28,Credit Card,Completed,0
2168,2168,1940,2637,Fashion,Clothing & Accessories,2022-09-02 10:25:16,251.76,2,23.1,387.21,Credit Card,Completed,0
